1021
515	502	29
714	120	29
151	519	29
102	494	29
486	29	29
301	462	29
87	37	29
184	184	29
499	88	29
623	189	29
133	146	29
34	228	29
63	38	29
125	98	29
176	28	29
67	66	29
488	30	29
709	13	29
109	155	29
450	34	29
503	116	29
429	67	29
546	219	29
66	553	29
201	182	29
416	161	29
509	513	29
78	280	29
37	290	29
305	113	29
849	212	29
13	218	29
223	218	29
185	530	29
198	191	29
315	265	29
734	360	29
392	5	29
447	219	29
395	116	29
25	503	29
238	13	29
714	4	29
87	522	29
343	546	29
769	247	29
817	446	29
8	13	29
161	145	29
823	396	29
859	546	29
132	161	29
471	470	29
860	222	29
789	311	29
327	327	29
197	13	29
82	497	29
64	612	29
99	256	29
457	146	29
655	63	29
185	465	29
8	169	29
224	633	29
639	228	29
326	350	29
240	67	29
34	13	29
81	101	29
476	57	29
735	546	29
504	256	29
322	392	29
547	117	29
82	194	29
821	546	29
854	224	29
319	248	29
299	183	29
256	553	29
166	260	29
402	172	29
457	345	29
125	114	29
409	113	29
93	861	29
218	783	29
124	385	29
126	10	29
658	345	29
83	226	29
294	84	29
156	663	29
13	14	29
456	345	29
29	464	29
13	280	29
862	598	29
623	623	29
151	241	29
394	576	29
164	120	29
509	152	29
531	219	29
427	156	29
568	219	29
156	182	29
32	34	29
347	39	29
431	539	29
82	28	29
81	396	29
525	385	29
233	96	29
88	219	29
457	213	29
119	241	29
183	152	29
438	13	29
415	556	29
409	576	29
533	714	29
68	413	29
523	67	29
563	99	29
178	178	29
523	218	29
118	423	29
863	351	29
503	503	29
662	280	29
437	126	29
107	13	29
41	13	29
381	546	29
506	162	29
672	219	29
30	66	29
588	118	29
162	455	29
755	81	29
496	553	29
478	519	29
256	219	29
864	196	29
504	219	29
770	556	29
378	230	29
167	865	29
13	116	29
850	21	29
159	226	29
794	298	29
661	661	29
866	169	29
496	226	29
240	28	29
652	97	29
623	219	29
625	122	29
837	13	29
630	13	29
318	392	29
165	165	29
804	219	29
277	81	29
141	553	29
341	164	29
314	79	29
308	18	29
762	30	29
566	152	29
157	175	29
398	299	29
526	334	29
557	770	29
670	173	29
837	81	29
291	633	29
147	132	29
536	125	29
374	453	29
71	134	29
45	509	29
96	576	29
438	424	29
843	421	29
576	663	29
44	291	29
424	205	29
587	583	29
867	298	29
868	546	29
710	419	29
823	156	29
602	351	29
523	241	29
14	125	29
847	743	29
174	446	29
132	122	29
161	420	29
366	218	29
634	219	29
552	156	29
344	114	29
752	78	29
129	331	29
698	3	29
42	28	29
316	82	29
185	122	29
406	405	29
235	263	29
528	416	29
425	113	29
216	272	29
79	663	29
603	783	29
749	196	29
440	663	29
242	783	29
112	509	29
110	649	29
6	551	29
291	869	29
72	218	29
842	596	29
600	379	29
60	126	29
662	379	29
390	37	29
72	280	29
726	2	29
173	28	29
615	238	29
526	584	29
549	218	29
467	114	29
53	69	29
639	88	29
24	229	29
688	16	29
848	812	29
307	10	29
733	342	29
209	209	29
326	708	29
29	221	29
309	145	29
201	431	29
450	663	29
223	300	29
302	263	29
409	681	29
136	310	29
123	221	29
694	485	29
554	771	29
122	67	29
708	350	29
145	14	29
132	280	29
411	13	29
454	67	29
102	54	29
156	340	29
79	182	29
413	13	29
396	187	29
348	39	29
186	120	29
13	108	29
479	462	29
427	482	29
201	370	29
620	126	29
219	101	29
751	126	29
612	64	29
363	224	29
401	362	29
311	183	29
827	556	29
14	14	29
699	356	29
212	499	29
9	169	29
328	256	29
74	429	29
379	152	29
377	164	29
846	290	29
324	301	29
617	32	29
609	497	29
203	219	29
484	446	29
60	66	29
31	470	29
605	30	29
739	162	29
70	120	29
2	2	29
141	193	29
815	843	29
162	116	29
2	67	29
33	12	29
31	61	29
579	247	29
193	141	29
464	870	29
461	461	29
191	23	29
522	464	29
415	871	29
269	270	29
476	593	29
307	13	29
132	511	29
392	633	29
201	23	29
32	122	29
316	128	29
214	38	29
872	385	29
82	66	29
873	556	29
625	483	29
874	67	29
20	480	29
477	54	29
82	572	29
181	94	29
71	567	29
23	85	29
25	287	29
124	596	29
465	28	29
315	118	29
550	145	29
130	470	29
62	290	29
69	218	29
314	152	29
666	90	29
633	145	29
244	576	29
109	226	29
232	116	29
160	683	29
18	141	29
515	376	29
434	62	29
440	28	29
450	417	29
624	331	29
701	224	29
167	29	29
305	70	29
528	396	29
385	385	29
342	576	29
655	594	29
448	126	29
757	209	29
235	865	29
93	219	29
315	126	29
125	370	29
431	29	29
875	219	29
876	127	29
559	39	29
185	224	29
473	39	29
190	553	29
286	569	29
533	377	29
119	470	29
8	8	29
106	118	29
377	134	29
749	546	29
60	479	29
877	351	29
878	569	29
126	70	29
218	553	29
1	219	29
202	224	29
279	155	29
534	10	29
427	864	29
188	162	29
548	146	29
455	588	29
685	78	29
73	67	29
775	470	29
117	379	29
172	610	29
124	37	29
279	94	29
202	213	29
566	156	29
258	99	29
99	553	29
388	345	29
201	107	29
678	865	29
523	288	29
455	67	29
77	340	29
165	553	29
404	473	29
52	114	29
22	231	29
736	152	29
396	134	29
522	374	29
604	102	29
789	26	29
676	241	29
676	29	29
383	222	29
829	160	29
879	90	29
63	553	29
813	383	29
723	576	29
824	697	29
750	2	29
626	218	29
59	152	29
392	392	29
79	152	29
334	584	29
160	107	29
814	461	29
117	115	29
182	280	29
534	311	29
393	209	29
492	396	29
238	78	29
143	396	29
124	396	29
259	126	29
118	126	29
123	13	29
428	136	29
105	54	29
10	311	29
223	223	29
463	632	29
368	67	29
116	5	29
625	724	29
482	546	29
844	32	29
880	746	29
456	241	29
779	325	29
209	777	29
210	585	29
865	222	29
385	219	29
14	13	29
881	455	29
279	541	29
325	208	29
687	311	29
214	223	29
456	111	29
454	479	29
655	421	29
360	356	29
83	450	29
53	256	29
112	57	29
429	5	29
882	295	29
140	193	29
359	456	29
221	865	29
613	783	29
446	446	29
81	81	29
7	66	29
665	695	29
393	145	29
608	34	29
577	118	29
798	37	29
476	241	29
507	345	29
166	3	29
290	72	29
293	580	29
883	288	29
807	453	29
522	123	29
42	384	29
66	362	29
659	340	29
468	467	29
351	5	29
808	634	29
884	94	29
496	116	29
783	40	29
642	219	29
438	205	29
14	291	29
25	118	29
221	152	29
153	234	29
179	451	29
443	205	29
16	663	29
235	289	29
471	241	29
427	226	29
297	298	29
42	116	29
223	18	29
396	14	29
380	50	29
126	423	29
516	219	29
885	196	29
14	248	29
429	462	29
378	67	29
149	67	29
305	79	29
217	219	29
233	291	29
363	118	29
208	114	29
257	218	29
886	73	29
558	464	29
226	79	29
238	314	29
365	34	29
240	576	29
375	451	29
236	30	29
28	66	29
413	143	29
224	108	29
763	53	29
351	351	29
571	116	29
602	602	29
58	379	29
142	193	29
42	67	29
607	5	29
522	29	29
328	21	29
201	345	29
574	152	29
853	403	29
228	219	29
215	118	29
637	219	29
350	219	29
