114
152	60	19
73	15	19
73	153	19
36	83	19
22	83	19
9	18	19
133	116	19
154	67	19
39	68	19
16	18	19
85	9	19
38	15	19
0	25	19
139	23	19
33	18	19
155	23	19
59	16	19
67	23	19
85	72	19
87	23	19
156	157	19
158	157	19
1	67	19
101	101	19
82	159	19
78	23	19
139	83	19
35	83	19
80	65	19
160	67	19
39	18	19
21	121	19
90	23	19
101	23	19
73	161	19
111	162	19
163	67	19
164	23	19
165	67	19
19	9	19
19	18	19
50	64	19
109	15	19
77	83	19
166	101	19
0	23	19
167	67	19
49	41	19
137	137	19
52	67	19
141	15	19
134	67	19
168	23	19
53	7	19
52	23	19
58	15	19
169	67	19
41	23	19
32	18	19
16	57	19
27	23	19
19	63	19
20	112	19
15	42	19
129	121	19
41	153	19
31	15	19
170	157	19
76	60	19
29	161	19
2	23	19
28	34	19
12	7	19
68	95	19
110	110	19
21	18	19
101	60	19
9	19	19
79	63	19
78	79	19
87	48	19
53	53	19
111	104	19
133	23	19
163	23	19
15	45	19
79	171	19
15	15	19
24	24	19
16	112	19
29	33	19
44	63	19
44	44	19
172	67	19
41	60	19
81	7	19
52	116	19
85	22	19
49	60	19
0	15	19
7	63	19
119	67	19
152	101	19
173	67	19
128	52	19
4	121	19
116	171	19
96	96	19
13	25	19
33	122	19
174	7	19
56	15	19
87	79	19
59	18	19
