5676
0	1	0
2	3	1
4	5	0
6	7	2
8	9	3
10	11	4
8	12	0
13	14	0
15	15	4
16	17	1
18	19	0
20	21	0
22	23	0
24	25	5
26	27	0
28	29	6
30	31	0
32	2	0
33	34	0
35	36	7
37	38	0
39	40	0
41	42	6
43	44	0
45	46	7
47	48	0
49	50	1
51	52	0
53	54	7
55	21	0
54	25	0
56	57	0
58	59	0
60	61	6
62	63	0
64	65	0
40	66	0
67	68	0
69	70	4
71	72	0
73	74	4
75	76	6
77	54	7
78	79	0
80	81	6
82	83	0
84	85	0
86	87	0
88	3	0
89	90	4
91	92	0
93	94	0
95	95	4
83	96	0
97	98	0
19	99	7
100	101	0
102	3	0
103	46	7
104	67	1
105	106	2
107	108	8
109	110	0
111	112	0
4	113	0
114	115	0
116	113	0
117	118	0
119	63	8
120	121	0
122	123	6
124	125	0
126	127	0
19	18	0
128	77	0
129	130	0
113	121	0
131	98	0
6	123	0
82	2	0
132	133	0
21	70	2
14	70	0
78	134	0
135	136	0
137	138	0
139	140	0
106	106	0
117	118	7
141	18	0
142	36	7
13	143	2
30	132	3
144	145	0
146	147	0
148	148	4
149	63	0
150	5	0
151	152	0
60	153	0
23	54	7
154	2	0
37	155	8
132	156	4
157	157	4
158	158	4
159	147	0
5	67	0
160	98	0
161	162	0
25	3	0
163	163	4
66	113	0
6	161	0
120	164	0
18	123	0
12	147	0
165	166	0
167	168	0
45	155	0
169	170	0
171	172	0
173	29	6
87	174	0
123	29	3
175	176	1
177	170	0
159	29	0
120	178	0
88	179	0
180	181	0
73	182	0
183	184	4
185	186	0
132	81	0
187	72	0
188	189	0
3	190	0
83	191	0
192	102	0
60	193	0
194	195	4
83	196	0
122	164	0
197	108	0
66	161	0
97	4	0
198	199	0
200	46	7
156	201	0
121	77	0
202	202	4
203	145	0
204	113	0
91	205	0
206	21	0
207	208	0
209	125	4
210	2	0
73	211	0
60	156	0
212	192	0
30	213	2
214	215	0
216	2	0
209	98	0
217	218	0
68	67	0
131	219	0
220	152	0
221	222	0
223	35	7
209	34	0
224	42	6
225	226	0
227	162	0
228	229	4
230	231	0
232	233	0
6	234	0
235	67	0
236	28	6
144	237	0
238	239	0
240	241	0
240	28	0
242	243	0
244	245	0
46	246	0
31	247	0
248	249	0
250	251	0
252	5	0
253	29	0
254	220	2
7	7	4
255	251	0
256	257	3
214	258	4
259	126	0
81	260	1
70	78	0
261	218	0
256	262	0
149	263	0
96	264	0
265	266	7
80	101	6
201	267	0
268	268	4
54	71	0
269	270	0
235	132	0
271	38	0
204	54	0
32	175	0
233	36	0
90	10	0
6	219	0
272	82	6
60	63	0
35	62	0
273	274	0
64	213	0
275	36	0
276	276	4
18	17	6
277	278	0
279	36	7
83	280	0
201	201	4
281	218	0
282	283	4
78	130	0
70	3	0
284	230	2
156	54	7
285	125	0
3	192	0
286	73	9
6	123	6
83	256	4
287	288	0
289	79	0
104	194	0
290	290	4
159	92	0
14	291	10
292	46	7
293	190	2
111	294	0
295	296	0
297	115	0
297	298	0
23	6	0
299	299	4
300	301	2
249	248	1
82	302	6
303	303	4
99	258	0
25	24	11
304	304	4
168	232	0
105	305	6
216	306	0
158	307	0
308	18	0
6	309	0
73	143	0
25	287	0
310	28	0
311	312	0
117	168	0
201	313	7
314	315	7
230	67	0
176	123	6
123	28	0
48	152	0
316	128	0
142	193	0
317	83	0
308	31	0
318	162	4
98	319	4
5	5	4
267	320	4
125	307	0
46	216	0
18	201	0
153	66	0
34	81	3
54	321	0
322	54	7
137	13	0
223	323	0
128	324	0
325	280	0
326	92	0
6	85	0
327	182	0
80	30	8
